"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Sentences";"Words";"Audience_age";"Audience_level";"Audience_size";"Full context";"Example source"
" ,ястировог как ,он ,аляотсдерп окьлот еще";"ахил";"еще только предстояла, но, как говорится, ";"лиха";" ";"беда начало, принципиальное согласие Мокея было";"Николай Дежнев. Принцип неопределенности (2009)";"Николай Дежнев";"1946";"Принцип неопределенности";"2009";"художественная";"роман";"";"Дежнев Николай. Принцип неопределенности";"2009";"книга";"омонимия не снята";"7054";"90429";"н-возраст";"н-уровень";"большая";"Тут, правда, Шепетуха себе льстил, работа по лепке задуманного образа еще только предстояла, но, как говорится, лиха беда начало, принципиальное согласие Мокея было получено. ";"22512:5278:16"
"";"ахиЛ";"";"Лиха";" ";"беда начало!  ";"Олег Шереметьев. Эскадрон гусар летучих // «Родина», 2008";"Олег Шереметьев";"";"Эскадрон гусар летучих";"2008";"публицистика | нехудожественная";"статья";"история | армия и вооруженные конфликты | политика и общественная жизнь";"«Родина»";"2008";"журнал";"омонимия не снята";"142";"2659";"н-возраст";"высокий";"большая";"Лиха беда начало!  ";"39287:41:0"
" ьдев он ,олыб ен акоп етнорф";"ахил";"фронте пока не было, но ведь ";"лиха";" ";"беда начало… ";"А. Алексеев. Россия в 1914-1915 годах. Война на два фронта // «Наука и жизнь», 2007";"А. Алексеев";"";"Россия в 1914-1915 годах. Война на два фронта";"2007";"публицистика | нехудожественная";"статья";"наука и технологии | история";"«Наука и жизнь»";"2007";"журнал";"омонимия не снята";"550";"9370";"н-возраст";"н-уровень";"большая";"Убитых на внутреннем фронте пока не было, но ведь лиха беда начало… ";"37165:549:9"
" ― ёчин оН";"ахил";"Но ничё ― ";"лиха";" ";"беда начало… ";"В. Ю. Кунгурцева. Похождения Вани Житного, или Волшебный мел (2007)";"В. Ю. Кунгурцева";"1960";"Похождения Вани Житного, или Волшебный мел";"2007";"художественная";"повесть";"";"В. Ю. Кунгурцева, «Ведогони, или Новые похождения Вани Житного» Оги, Москва, 2009";"2009";"книга";"омонимия не снята";"9371";"96599";"н-возраст";"н-уровень";"большая";"Но ничё ― лиха беда начало… ";"23204:4807:2"
" ,иджодоп ;ытавогород акоп итэ ытараппА";"ахил";"Аппараты эти пока дороговаты; подожди, ";"лиха";" ";"беда начало. ";"Александр Архангельский. 1962: послание к Тимофею (2006)";"Александр Архангельский";"1962";"1962: послание к Тимофею";"2006";"публицистика | нехудожественная";"мемуары";"";"Архангельский А. 1962";"2006";"книга";"омонимия не снята";"3606";"42857";"н-возраст";"н-уровень";"большая";"Аппараты эти пока дороговаты; подожди, лиха беда начало. ";"22181:2242:5"
"";"ахиЛ";"";"Лиха";" ";"беда начало, ― пробормотал Лев Наумович. ";"Ирина Павская. «Джоконда» Мценского уезда (2006)";"Ирина Павская";"";"«Джоконда» Мценского уезда";"2006";"художественная";"роман";"";"И. С. Павская. «Джоконда» Мценского уезда";"2006";"книга";"омонимия не снята";"5474";"47419";"н-возраст";"н-уровень";"большая";"Лиха беда начало, ― пробормотал Лев Наумович. ";"22504:4643:0"
" ,ьдев  от А";"ахил";"А то  ведь, ";"лиха";" ";"беда начало. ";"В. Г. Галактионова. 5/4 накануне тишины // «Москва», № 11, 12. 2004";"В. Г. Галактионова";"1948";"5/4 накануне тишины";"2004";"художественная";"роман";"";"«Москва», № 11, 12. 2004";"2004";"журнал";"омонимия не снята";"16036";"116639";"н-возраст";"н-уровень";"большая";"А то  ведь, лиха беда начало. ";"22714:638:3"
" ― морад илапорп ен яилису еыннежолирп ,олед";"ахил";"дело, приложенные усилия не пропали даром ― ";"лиха";" ";"беда начало. ";"Геннадий Горелик. Андрей Сахаров. Наука и свобода (2004)";"Геннадий Горелик";"1945-1950";"Андрей Сахаров. Наука и свобода";"2004";"учебно-научная | нехудожественная";"монография";"наука и технологии | физика | политика и общественная жизнь";"Горелик Г. Андрей Сахаров. Наука и свобода";"2004";"книга";"омонимия не снята";"9444";"141613";"н-возраст";"н-уровень";"большая";"Хотя прибор и не пошел в дело, приложенные усилия не пропали даром ― лиха беда начало. ";"53956:1653:12"
" ,ястировог каК";"ахил";"Как говорится, ";"лиха";" ";"беда ― начало. ";"Борис Грищенко. Посторонний в Кремле (2004)";"Борис Грищенко";"1937";"Посторонний в Кремле";"2004";"публицистика | нехудожественная";"мемуары";"политика и общественная жизнь";"Борис Грищенко. Посторонний в Кремле";"2004";"книга";"омонимия не снята";"4134";"60994";"н-возраст";"н-уровень";"большая";"Как говорится, лиха беда ― начало. ";"53957:2705:2"
" ― ечани или кат ,мечорпВ";"ахил";"Впрочем, так или иначе ― ";"лиха";" ";"беда ― начало. ";"Евгений Козловский. Домашний Кинотеатр (2004) // «Бизнес-журнал», 13.02.2004";"Евгений Козловский";"";"Домашний Кинотеатр";"2004";"публицистика | нехудожественная";"статья";"техника";"«Бизнес-журнал»";"13.02.2004";"журнал";"омонимия не снята";"213";"4749";"н-возраст";"н-уровень";"большая";"Впрочем, так или иначе ― лиха беда ― начало. ";"8887:114:4"
" ,уН";"ахил";"Ну, ";"лиха";" ";"беда начало!.. ";"Женщина + мужчина: Брак (форум) (2004)";"коллективный";"";"Женщина + мужчина: Брак (форум)";"2004";"электронная коммуникация | нехудожественная";"форум";"частная жизнь";"Форум на eva.ru";"2005";"электронный текст";"омонимия не снята";"21451";"200934";"н-возраст";"н-уровень";"средняя";"[Руна] Ну, лиха беда начало!.. ";"25339:108:1"
"";"ахиЛ";"";"Лиха";" ";"беда начало. ";"Женщина + мужчина: Секс (форум) (2004)";"коллективный";"";"Женщина + мужчина: Секс (форум)";"2004";"электронная коммуникация | нехудожественная";"форум";"частная жизнь";"Форум на eva.ru";"2005";"электронный текст";"омонимия не снята";"15407";"112265";"н-возраст";"н-уровень";"средняя";"[Бодибилдер] Лиха беда начало. ";"25337:4972:0"
" он ,волескип 042x023 или";"ахил";"или 320x240 пикселов, но ";"лиха";" ";"беда начало… ";"Добрались до зажигалок (2004) // «Homes & Gardens», 01.12.2004";"неизвестный";"";"Добрались до зажигалок";"2004";"реклама | нехудожественная";"объявление";"техника";"«Homes & Gardens»";"01.12.2004";"журнал";"омонимия не снята";"8";"89";"н-возраст";"н-уровень";"большая";"Конечно, снимки получаются весьма посредственного качества ― ведь разрешение матрицы всего 640x480 или 320x240 пикселов, но лиха беда начало… ";"10989:4:17"
" ,ястировог как ,он ,ымелборп йонщилиж юинешер";"ахил";"решению жилищной проблемы, но, как говорится, ";"лиха";" ";"беда начало. ";"Легко ли быть молодым? (2004) // «Профессионал», 29.09.2004";"неизвестный";"";"Легко ли быть молодым?";"2004";"публицистика | нехудожественная";"интервью";"политика и общественная жизнь";"«Профессионал»";"29.09.2004";"журнал";"омонимия не снята";"75";"1334";"н-возраст";"н-уровень";"средняя";"Конечно, все это только первые шаги к решению жилищной проблемы, но, как говорится, лиха беда начало. ";"13678:49:13"
"«  :ебес лировог ,илсым еынжоверт ляногто Я";"ахиЛ";"Я отгонял тревожные мысли, говорил себе:  «";"Лиха";" ";"беда ― начало», ― и в то же";"Вальтер Запашный. Риск. Борьба. Любовь (1998-2004)";"Вальтер Запашный";"1928";"Риск. Борьба. Любовь";"1998-2004";"публицистика | нехудожественная";"мемуары";"";"Вальтер Запашный. Риск. Борьба. Любовь";"2004";"книга";"омонимия не снята";"8103";"74708";"н-возраст";"н-уровень";"большая";"Я отгонял тревожные мысли, говорил себе:  «Лиха беда ― начало», ― и в то же время потерял сон и аппетит, меня лихорадило, бросало в пот, пересыхало во рту… ";"24680:1439:6"
"";"ахиЛ";"";"Лиха";" ";"беда ― начало, ― ответил Асанов, озираясь на";"Вальтер Запашный. Риск. Борьба. Любовь (1998-2004)";"Вальтер Запашный";"1928";"Риск. Борьба. Любовь";"1998-2004";"публицистика | нехудожественная";"мемуары";"";"Вальтер Запашный. Риск. Борьба. Любовь";"2004";"книга";"омонимия не снята";"8103";"74708";"н-возраст";"н-уровень";"большая";"Лиха беда ― начало, ― ответил Асанов, озираясь на многочисленные клетки, где размещались уже шесть тигров, не считая животных других пород. ";"24680:1712:0"
" ,ястеавызан отЧ";"ахил";"Что называется, ";"лиха";" ";"беда начало. ";"Юлий Андреев. Знание и ум (2003) // Интернет-альманах «Лебедь», 28.09.2003";"Юлий Андреев";"";"Знание и ум";"2003";"публицистика | нехудожественная";"статья";"политика и общественная жизнь";"Интернет-альманах «Лебедь»";"28.09.2003";"электронное издание";"омонимия не снята";"191";"3184";"н-возраст";"н-уровень";"средняя";"Что называется, лиха беда начало. ";"2483:19:2"
" ,ястировог как ,он ,ытянс модус илыб";"ахил";"были судом сняты, но, как говорится, ";"лиха";" ";"беда начало. ";"Марк Дейч. Зеленый терроризм (2003) // «Московский комсомолец», 15.01.2003";"Марк Дейч";"";"Зеленый терроризм";"2003";"публицистика | нехудожественная";"статья";"политика и общественная жизнь";"«Московский комсомолец»";"15.01.2003";"газета";"омонимия не снята";"226";"2951";"н-возраст";"н-уровень";"большая";"Обвинения с писателя были судом сняты, но, как говорится, лиха беда начало. ";"17308:67:9"
"";"ахиЛ";"";"Лиха";" ";"беда начало. ";"Андрей Тральников. Нет «лишнего» рыбьего хвоста (2003) // «Рыбак Приморья», 16.01.2003";"Андрей Тральников";"";"Нет «лишнего» рыбьего хвоста";"2003";"публицистика | нехудожественная";"заметка";"производство";"«Рыбак Приморья»";"16.01.2003";"газета";"омонимия не снята";"13";"188";"н-возраст";"н-уровень";"средняя";"Лиха беда начало. ";"4287:5:0"
" ,мечорпВ";"ахил";"Впрочем, ";"лиха";" ";"беда начало; в конце концов когда-нибудь";"Александр Архангельский. ...или политика занимается тобой. Рынок прогрессирует быстрей, чем развивается самосознание общества (2002) // «Известия», 25.11.2002";"Александр Архангельский";"1962";"...или политика занимается тобой. Рынок прогрессирует быстрей, чем развивается самосознание общества";"2002";"публицистика | нехудожественная";"статья";"политика и общественная жизнь";"«Известия»";"25.11.2002";"газета";"омонимия не снята";"38";"555";"н-возраст";"н-уровень";"большая";"Впрочем, лиха беда начало; в конце концов когда-нибудь до большинства наших соотечественников дойдет простая формула «или ты занимаешься политикой, или политика ― тобой». ";"28528:36:1"
" оН";"ахил";"Но ";"лиха";" ";"беда начало. ";"Анатолий Грешневиков. Зов Арктики (2002) // «Наш современник», 15.08.2002";"Анатолий Грешневиков";"";"Зов Арктики";"2002";"публицистика | нехудожественная";"статья";"природа";"«Наш современник»";"15.08.2002";"журнал";"омонимия не снята";"513";"9114";"н-возраст";"н-уровень";"большая";"Но лиха беда начало. ";"13291:424:1"
" оН";"ахил";"Но ";"лиха";" ";"беда начало. ";"Выставки, выставки, выставки... (2002) // «Биржа плюс свой дом» (Н. Новгород), 16.12.2002";"неизвестный";"";"Выставки, выставки, выставки...";"2002";"публицистика | нехудожественная";"заметка";"дом и домашнее хозяйство";"«Биржа плюс свой дом» (Н. Новгород)";"16.12.2002";"газета";"омонимия не снята";"52";"389";"н-возраст";"н-уровень";"средняя";"Но лиха беда начало. ";"959:4:1"
" :юьлсым йондо ьшил ьтишету ябес онжоМ";"ахил";"Можно себя утешить лишь одной мыслью: ";"лиха";" ";"беда начало. ";"Неподнятая целина (2002) // «Аграрный журнал», 15.02.2002";"неизвестный";"";"Неподнятая целина";"2002";"учебно-научная | нехудожественная";"статья";"сельское хозяйство";"«Аграрный журнал»";"15.02.2002";"журнал";"омонимия не снята";"99";"1282";"н-возраст";"н-уровень";"средняя";"Можно себя утешить лишь одной мыслью: лиха беда начало. ";"8335:20:6"
" ,ыб ьсолазаК";"ахил";"Казалось бы, ";"лиха";" ";"беда начало: и страховщики, и милиционеры";"Новости (2002) // «Автопилот», 15.11.2002";"неизвестный";"";"Новости";"2002";"публицистика | нехудожественная";"заметка";"транспорт";"«Автопилот»";"15.11.2002";"журнал";"омонимия не снята";"204";"3158";"н-возраст";"н-уровень";"большая";"Казалось бы, лиха беда начало: и страховщики, и милиционеры начали, пускай и отдельно друг от друга, бороться с очевидным злом. ";"30995:16:2"
" он ,еынчонидо илыб ылертсыв итсач йешьлоб";"ахил";"большей части выстрелы были одиночные, но ";"лиха";" ";"беда начало. ";"Владимир Шаров. Воскрешение Лазаря (1997-2002)";"Владимир Шаров";"1952";"Воскрешение Лазаря";"1997-2002";"художественная";"роман";"";"Владимир Шаров. Воскрешение Лазаря";"2002";"книга";"омонимия не снята";"6182";"115499";"н-возраст";"н-уровень";"большая";"По большей части выстрелы были одиночные, но лиха беда начало. ";"53333:4640:7"
"";"ахиЛ";"";"Лиха";" ";"беда начало: во второй раз он";"Ирина Безладнова. Такая женщина // «Звезда», 2001";"Ирина Безладнова";"";"Такая женщина";"2001";"художественная";"повесть";"";"«Звезда»";"2001";"журнал";"омонимия не снята";"1454";"19607";"н-возраст";"н-уровень";"большая";"Лиха беда начало: во второй раз он напился, потому что его матери перестали регулярно выплачивать пенсию, а он не мог помочь. ";"62288:1099:0"
"";"ахиЛ";"";"Лиха";" ";"беда начало: есть дыра, будет и";"М. Л. Гаспаров. Записи и выписки (2001)";"М. Л. Гаспаров";"1935";"Записи и выписки";"2001";"публицистика | нехудожественная";"эссе";"искусство и культура";"М. Л. Гаспаров. Записи и выписки";"2001";"книга";"омонимия не снята";"10050";"139509";"н-возраст";"высокий";"средняя";"Лиха беда начало: есть дыра, будет и прореха». ";"42124:4348:0"
" ,ястировог как ,он ,огонмен вотнаираВ";"ахил";"Вариантов немного, но, как говорится, ";"лиха";" ";"беда начало. ";"Владимир Ермаков. Ключ ко всем дверям (2001) // «Европа», 15.06.2001";"Владимир Ермаков";"";"Ключ ко всем дверям";"2001";"публицистика | нехудожественная";"статья";"наука и технологии";"«Европа»";"15.06.2001";"журнал";"омонимия не снята";"58";"801";"н-возраст";"н-уровень";"средняя";"Вариантов немного, но, как говорится, лиха беда начало. ";"9756:56:5"
" он ,езатскэ моньлауткеллетни в ястюьлос ино";"ахил";"они сольются в интеллектуальном экстазе, но ";"лиха";" ";"беда начало… ";"Юрий Поляков. Пролегомены к согласию (2001)";"Юрий Поляков";"1954";"Пролегомены к согласию";"2001";"публицистика | нехудожественная";"предисловие, послесловие";"политика и общественная жизнь";"Десять лет которые потрясли";"2001";"книга";"омонимия не снята";"31";"473";"н-возраст";"н-уровень";"средняя";"Это совсем не означает, что завтра они сольются в интеллектуальном экстазе, но лиха беда начало… ";"53845:22:12"
" ьдев он ,вортил атсирт ен ,онченок";"ахил";"конечно, не триста литров, но ведь ";"лиха";" ";"беда начало. ";"Геннадий Прашкевич, Александр Богдан. Человек «Ч» (2001)";"Геннадий Прашкевич | Александр Богдан";"";"Человек «Ч»";"2001";"художественная";"роман";"";"«Геннадий Прашкевич, Александр Богдан. Человек «Ч»";"2001";"книга";"омонимия не снята";"9338";"79436";"н-возраст";"н-уровень";"большая";"Три литра ― это, конечно, не триста литров, но ведь лиха беда начало. ";"52881:6956:9"
" ,ястировог как ,он ,туним ьтясед теашыверп";"ахил";"превышает десять минут, но, как говорится, ";"лиха";" ";"беда начало. ";"Людмила Самборская. Как вырастить Золушку (2001) // «Европа», 15.06.2001";"Людмила Самборская";"";"Как вырастить Золушку";"2001";"публицистика | нехудожественная";"статья";"политика и общественная жизнь";"«Европа»";"15.06.2001";"журнал";"омонимия не снята";"76";"1329";"н-возраст";"н-уровень";"средняя";"Продолжительность таких «работ» едва ли превышает десять минут, но, как говорится, лиха беда начало. ";"9760:24:11"
"";"ахиЛ";"";"Лиха";" ";"беда ― начало… ";"Виктор Слипенчук. Зинзивер (2001)";"Виктор Слипенчук";"1941";"Зинзивер";"2001";"художественная";"роман";"";"Виктор Слипенчук. Зинзивер";"2001";"книга";"омонимия не снята";"7569";"102245";"н-возраст";"н-уровень";"большая";"Лиха беда ― начало… ";"53354:2740:0"
"";"ахиЛ";"";"Лиха";" ";"беда начало. ";"Геннадий Трошев. Моя война (2000-2001)";"Геннадий Трошев";"1947";"Моя война";"2000-2001";"публицистика | нехудожественная";"мемуары";"";"Геннадий Трошев. Моя война";"2001";"книга";"омонимия не снята";"6651";"81610";"н-возраст";"н-уровень";"большая";"Лиха беда начало. ";"53804:35:0"
" ,мещбо В";"ахил";"В общем, ";"лиха";" ";"беда ― начало. ";"Геннадий Трошев. Моя война (2000-2001)";"Геннадий Трошев";"1947";"Моя война";"2000-2001";"публицистика | нехудожественная";"мемуары";"";"Геннадий Трошев. Моя война";"2001";"книга";"омонимия не снята";"6651";"81610";"н-возраст";"н-уровень";"большая";"В общем, лиха беда ― начало. ";"53804:187:2"
" оН";"ахил";"Но ";"лиха";" ";"беда начало. ";"Александр Архангельский. Александр I (2000)";"Александр Архангельский";"1962";"Александр I";"2000";"публицистика | нехудожественная";"монография";"наука и технологии | история";"Александр Архангельский «Александр I»";"2000";"книга";"омонимия не снята";"9086";"134041";"н-возраст";"н-уровень";"большая";"Но лиха беда начало. ";"53849:6174:1"
" ,огечиН";"ахил";"Ничего, ";"лиха";" ";"беда начало, аппетит приходит во время";"Марианна Баконина. Школа двойников (2000)";"Марианна Баконина";"1964";"Школа двойников";"2000";"художественная";"роман";"";"Марианна Баконина.Школа двойников";"2000";"книга";"омонимия не снята";"9382";"90091";"н-возраст";"н-уровень";"большая";"Ничего, лиха беда начало, аппетит приходит во время еды, а мускулы лица тянутся легко и быстро. ";"52858:2227:1"
" оН";"ахил";"Но ";"лиха";" ";"беда начало: калькуляторы уменьшались в размерах";"Владислав Быков, Ольга Деркач. Книга века (2000)";"Владислав Быков | Ольга Деркач";"";"Книга века";"2000";"публицистика | нехудожественная";"монография";"политика и общественная жизнь";"Быков В., Деркач В. В. Книга века";"2001";"книга";"омонимия не снята";"16796";"197611";"н-возраст";"н-уровень";"большая";"Но лиха беда начало: калькуляторы уменьшались в размерах, дешевели на глазах и стремительно входили в жизнь каждого, кто хоть каким-то боком был связан с арифметикой. ";"35984:11677:1"
" ,ж отч уН";"ахил";"Ну что ж, ";"лиха";" ";"беда начало! ― Комар удовлетворенно потер руки. ";"Лев Дворецкий. Шакалы (2000)";"Лев Дворецкий";"1927";"Шакалы";"2000";"художественная";"роман";"";"Лев Дворецкий. Шакалы";"2000";"книга";"омонимия не снята";"10450";"84707";"н-возраст";"н-уровень";"большая";"Ну что ж, лиха беда начало! ― Комар удовлетворенно потер руки. ";"52864:5264:3"
" оН";"ахил";"Но ";"лиха";" ";"беда начало. ";"Евгений Рубин. Пан или пропал. Жизнеописание (1999-2000)";"Евгений Рубин";"1947";"Пан или пропал. Жизнеописание";"1999-2000";"публицистика | нехудожественная";"мемуары";"";"Евгений Рубин. Пан или пропал. Жизнеописание";"2000";"книга";"омонимия не снята";"10791";"140999";"н-возраст";"н-уровень";"большая";"Но лиха беда начало. ";"59975:10052:1"
"«  :лазакС";"ахиЛ";"Сказал:  «";"Лиха";" ";"беда начало». ";"Муслим Магомаев. Любовь моя ― мелодия (1999)";"Муслим Магомаев";"1942";"Любовь моя ― мелодия";"1999";"публицистика | нехудожественная";"мемуары";"";"Муслим Магомаев. Любовь моя ― мелодия";"1999";"книга";"омонимия не снята";"7102";"78641";"н-возраст";"н-уровень";"большая";"Сказал:  «Лиха беда начало». ";"52900:4098:1"
"";"ахиЛ";"";"Лиха";" ";"беда начало. ";"Юрий Сенкевич. Путешествие длиною в жизнь (1999)";"Юрий Сенкевич";"1937";"Путешествие длиною в жизнь";"1999";"публицистика | нехудожественная";"мемуары";"";"Юрий Сенкевич. Путешествие длиною в жизнь";"1999";"книга";"омонимия не снята";"7918";"98184";"н-возраст";"н-уровень";"большая";"Лиха беда начало. ";"52918:5793:0"
" оН";"ахил";"Но ";"лиха";" ";"беда ― начало. ";"Б. Е. Черток. Ракеты и люди (1999)";"Б. Е. Черток";"1912";"Ракеты и люди";"1999";"публицистика | нехудожественная";"мемуары";"техника | история";"Б. Е. Черток. Ракеты и люди";"1999";"книга";"омонимия не снята";"34730";"476976";"н-возраст";"н-уровень";"большая";"Но лиха беда ― начало. ";"22348:1938:1"
" он ,аногав огонжородонзележ то ьлибомотва йовозург";"ахил";"грузовой автомобиль от железнодорожного вагона, но ";"лиха";" ";"беда начало. ";"Б. Е. Черток. Ракеты и люди (1999)";"Б. Е. Черток";"1912";"Ракеты и люди";"1999";"публицистика | нехудожественная";"мемуары";"техника | история";"Б. Е. Черток. Ракеты и люди";"1999";"книга";"омонимия не снята";"34730";"476976";"н-возраст";"н-уровень";"большая";"Еще трудно было отличить грузовой автомобиль от железнодорожного вагона, но лиха беда начало. ";"22348:11867:10"
"";"ахиЛ";"";"Лиха";" ";"беда начало!  ";"Татьяна Окуневская. Татьянин день (1998)";"Татьяна Окуневская";"1914";"Татьянин день";"1998";"публицистика | нехудожественная";"мемуары";"";"Татьяна Окуневская. Татьянин день";"1998";"книга";"омонимия не снята";"10002";"140511";"н-возраст";"н-уровень";"большая";"Лиха беда начало!  ";"52915:9375:0"
" ,йовреп с оге ливардзоп я киньлотс";"ахил";"стольник я поздравил его с первой, ";"лиха";" ";"беда начало, публикацией на бывшей родине";"Михаил Веллер. Ножик Сережи Довлатова (1997)";"Михаил Веллер";"1948";"Ножик Сережи Довлатова";"1997";"художественная";"роман";"";"Михаил Веллер. А вот те шиш!";"1997";"книга";"омонимия не снята";"1534";"16242";"взрослый";"н-уровень";"большая";"И рассказы благополучно вышли, и еще на телефонный стольник я поздравил его с первой, лиха беда начало, публикацией на бывшей родине, и отправил пяток экземпляров, приложив к ним из тщеславия, узаконенного профессиональной этикой, собственную книжку, снабдив ее надписью, составленной из всяких хороших слов, насчет читателя-почитателя и младшего последователя по эстонскому маршруту. ";"53373:857:14"
